rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
111,Bradley,Bradley,2.69080384754389,1.82725762187919,4.51806146942307,19.1435933522325,16.784908857169,118,130,68.5129173,183,108,24,114,0.5625,0.34375,0.21875,18,11,20,12,#FFF2E3,#FFF6EB,#FFF4E6,#FFB3A8,#F2D1A8,Bradley plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Bradley performs at a similar level regardless of the pace of the game.
112,UNLV,UNLV 💥,5.520300060818,-1.09131692919173,4.42898313162627,13.7562893280267,-74.1867966081787,77,193,70.89216275,52,110,326,110,0.344827586206897,0.517241379310345,-0.172413793103448,10,15,15,15,#FFE6C7,#F2F7FB,#FFF4E7,#FFC8B8,#70A6C7,UNLV plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UNLV plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
113,Sam Houston State,Sam Houston State,4.65233365480249,-0.227635864657269,4.42469779014522,24.8353585813361,-18.134468468832,85,173,71.039745,46,109,83,127,0.428571428571429,0.357142857142857,0.0714285714285714,12,10,18,10,#FFEACF,#FCFDFE,#FFF4E7,#FB9C98,#CAD4BF,Sam Houston State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Sam Houston State performs at a similar level regardless of the pace of the game.
114,Davidson,Davidson 🤕,1.01429138842539,3.20941478776718,4.22370617619257,-38.685330703605,-41.249461590549,149,96,65.41099565,345,120,353,139,0.517241379310345,0.551724137931034,-0.0344827586206896,15,16,17,12,#FFFAF4,#FFEFDB,#FFF4E8,#6A97C1,#9CBCC3,Davidson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Davidson plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
115,North Dakota State,North Dakota State,2.73842002551856,1.44495505870194,4.1833750842205,-15.9655131701191,24.29056370855,115,137,67.4633053,251,111,188,148,0.67741935483871,0.354838709677419,0.32258064516129,21,11,24,7,#FFF2E3,#FFF8EF,#FFF5E8,#B4D6D6,#F4C89F,North Dakota State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,North Dakota State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
116,Georgetown,Georgetown 🥶🤕,3.4097640023416,0.67628196280992,4.08604596515152,46.8612408569382,-15.7381655797291,103,152,67.76908885,233,112,337,94,0.483870967741935,0.354838709677419,0.129032258064516,15,11,14,17,#FFEFDC,#FFFBF7,#FFF5E8,#D84762,#CFD6BE,Georgetown plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Georgetown performs at a similar level regardless of the pace of the game.
117,San Francisco,San Francisco,3.67440499969671,0.337950401159629,4.01235540085634,-14.7119169038703,20.8921077029354,99,159,67.5596553,245,115,365,88,0.375,0.375,0,12,12,16,16,#FFEED9,#FFFDFB,#FFF5E9,#BAD9D7,#F3CCA3,San Francisco plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,San Francisco performs at a similar level regardless of the pace of the game.
118,Rutgers,Rutgers,1.79557021789343,1.96607253840553,3.76164275629895,-9.18843586768476,48.8168022767306,132,124,68.1430151,210,117,240,116,0.419354838709677,0.580645161290323,-0.161290322580645,13,18,13,18,#FFF6EC,#FFF5E9,#FFF6EA,#D4E7DA,#F9A983,Rutgers performs at a similar level against both good and bad teams.,Rutgers plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
119,Memphis,Memphis 🥶,0.143820527612904,3.49235134448928,3.63617187210219,5.51105592878906,11.3500981095741,168,87,70.81928075,56,116,12,96,0.290322580645161,0.516129032258065,-0.225806451612903,9,16,13,18,#FFFEFD,#FFEED8,#FFF6EB,#FFE9D0,#F1D8AE,Memphis performs at a similar level against both good and bad teams.,Memphis performs at a similar level regardless of the pace of the game.
120,Southern Illinois,Southern Illinois,-3.97170203515101,7.36027276406431,3.3885707289133,9.9376035886623,-14.9030202736924,257,36,69.8427618,108,119,291,134,0.774193548387097,0.451612903225806,0.32258064516129,24,14,15,16,#D6E6F3,#FFDBAE,#FFF6EC,#FFD7C3,#D1D7BE,Southern Illinois performs at a similar level against both good and bad teams.,Southern Illinois performs at a similar level regardless of the pace of the game.
121,Seattle,Seattle,-5.39938702646826,8.73027754329689,3.33089051682864,63.4012433987497,4.01586459692036,283,28,68.51694351,182,121,160,151,0.419354838709677,0.419354838709677,0,13,13,18,13,#C8DDEF,#FFD49F,#FFF7ED,#A21043,#EFE1B7,Seattle plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Seattle performs at a similar level regardless of the pace of the game.
122,Wyoming,Wyoming 📉,4.11060122393805,-0.829640442567518,3.28096078137053,9.33798222318221,47.9843137618898,92,188,67.2941393,262,122,39,122,0.366666666666667,0.533333333333333,-0.166666666666667,11,16,17,13,#FFECD5,#F5F9FC,#FFF7ED,#FFDAC4,#F9AA84,Wyoming performs at a similar level against both good and bad teams.,Wyoming plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
123,California Baptist,California Baptist,-1.77332789277302,4.89765282090677,3.12432492813375,-5.90811819032115,38.6123164325308,203,65,67.2700762,264,123,91,205,0.5,0.266666666666667,0.233333333333333,15,8,23,8,#EDF3F9,#FFE7C9,#FFF7EE,#E3F0DC,#F7B58E,California Baptist performs at a similar level against both good and bad teams.,California Baptist plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
124,Florida Atlantic,Florida Atlantic,0.716712035211004,2.33660609540903,3.05331813062003,19.5738171787502,29.9739202483317,157,112,70.83766235,55,124,15,130,0.551724137931034,0.448275862068966,0.103448275862069,16,13,15,14,#FFFBF7,#FFF3E5,#FFF7EE,#FFB1A7,#F5C099,Florida Atlantic plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Florida Atlantic plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
125,Murray State,Murray State 📉,5.37161082993393,-2.34316288996749,3.02844793996643,-33.1116536088293,24.0916397006617,78,226,72.3025582,17,125,171,119,0.65625,0.46875,0.1875,21,15,20,12,#FFE6C8,#E4EEF7,#FFF7EE,#79A7C7,#F4C89F,Murray State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Murray State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
126,UC San Diego,UC San Diego,-1.50381062601798,4.43791471268707,2.9341040866691,46.0200127569886,8.26893618928583,197,70,68.5942551395,178,126,333,163,0.466666666666667,0.333333333333333,0.133333333333333,14,10,20,10,#EFF5FA,#FFE9CE,#FFF8EF,#DB4A64,#F0DCB2,UC San Diego plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,UC San Diego performs at a similar level regardless of the pace of the game.
127,Duquesne,Duquesne,1.59909440354038,1.17861954771426,2.77771395125464,-4.75891701422289,-16.7591171938519,138,141,69.84442255,107,127,304,105,0.482758620689655,0.448275862068966,0.0344827586206897,14,13,15,14,#FFF7EE,#FFF9F2,#FFF8F0,#E8F2DD,#CDD5BE,Duquesne performs at a similar level against both good and bad teams.,Duquesne performs at a similar level regardless of the pace of the game.
128,UC Santa Barbara,UC Santa Barbara 🤕,3.6996103894571,-1.1126755934624,2.5869347959947,22.0425181476883,-30.9584024723536,98,194,65.8220192,332,135,55,107,0.448275862068966,0.379310344827586,0.0689655172413793,13,11,16,13,#FFEED9,#F2F7FB,#FFF8F1,#FFA7A0,#B0C7C1,UC Santa Barbara plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UC Santa Barbara plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
129,Navy,Navy 📈,-0.647247671654148,3.20144692954104,2.55419925788689,-36.2313657720283,-19.754437072406,186,98,66.7931157,290,128,216,144,0.806451612903226,0.290322580645161,0.516129032258065,25,9,24,7,#F8FAFD,#FFEFDC,#FFF8F1,#719EC4,#C7D2BF,Navy plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Navy performs at a similar level regardless of the pace of the game.
130,Harvard,Harvard 📈,-0.987696995570547,3.42298858661045,2.4352915910399,22.9146502363046,-54.9388639229599,190,89,65.009601,355,129,356,135,0.555555555555556,0.407407407407407,0.148148148148148,15,11,16,11,#F5F8FC,#FFEED9,#FFF9F1,#FEA49D,#80AEC5,Harvard plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Harvard plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
131,Pacific,Pacific,0.623433706762379,1.80920335092137,2.43263705768375,-27.7651107857933,-6.05178362691394,160,132,65.9421809,326,130,218,118,0.483870967741935,0.290322580645161,0.193548387096774,15,9,16,15,#FFFCF8,#FFF6EB,#FFF9F1,#87B7CD,#E2E0BD,Pacific plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Pacific performs at a similar level regardless of the pace of the game.
132,Towson,Towson,-1.92387905242243,4.1273689479419,2.20348989551947,-12.2381877788098,-16.2125257413221,210,78,65.21706115,348,131,79,138,0.59375,0.4375,0.15625,19,14,17,15,#EBF2F9,#FFEBD1,#FFF9F3,#C6DFD8,#CED6BE,Towson performs at a similar level against both good and bad teams.,Towson performs at a similar level regardless of the pace of the game.
133,Texas-Rio Grande Valley,Texas-Rio Grande Valley,1.08538100991182,1.11616566656849,2.20154667648031,9.14155933702346,13.0180406283703,145,142,68.128704865,211,132,357,174,0.419354838709677,0.612903225806452,-0.193548387096774,13,19,17,14,#FFFAF3,#FFF9F2,#FFF9F3,#FFDAC5,#F1D6AC,Texas-Rio Grande Valley performs at a similar level against both good and bad teams.,Texas-Rio Grande Valley performs at a similar level regardless of the pace of the game.
134,Winthrop,Winthrop,2.14266566653945,-0.0406257546289109,2.10203991191054,52.2448683361147,2.05267958719071,127,169,71.6351957,28,133,281,159,0.645161290322581,0.516129032258065,0.129032258064516,20,16,20,11,#FFF5E9,#FEFEFE,#FFF9F3,#C73558,#EFE4B9,Winthrop plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Winthrop performs at a similar level regardless of the pace of the game.
135,Hawaii,Hawaii 🥶🤕,-1.29934769832224,3.2458005973509,1.94645289902866,-29.4365894332111,-28.7416792684496,196,95,70.103004,96,134,234,132,0.615384615384615,0.307692307692308,0.307692307692308,16,8,20,8,#F1F6FB,#FFEFDB,#FFFAF4,#82B2CB,#B5C9C0,Hawaii plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Hawaii plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
136,Montana State,Montana State,2.08244577893399,-0.179094694826018,1.90335108410798,66.6917391899819,-0.665592217483467,128,171,66.90802715,284,136,73,177,0.586206896551724,0.344827586206897,0.241379310344828,17,10,15,14,#FFF5E9,#FCFDFE,#FFFAF4,#98053D,#EDE6BC,Montana State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Montana State performs at a similar level regardless of the pace of the game.
137,North Texas,North Texas,-4.29728180516047,6.11240738006534,1.81512557490487,7.00421409247219,-8.81229685049571,263,47,66.1627942,313,137,239,133,0.482758620689655,0.413793103448276,0.0689655172413793,14,12,16,13,#D3E4F2,#FFE1BC,#FFFAF5,#FFE3CB,#DDDDBD,North Texas performs at a similar level against both good and bad teams.,North Texas performs at a similar level regardless of the pace of the game.
138,East Tennessee State,East Tennessee State 🥶,1.03012017897053,0.748263858219643,1.77838403719018,-32.8123659326057,34.6738648505873,148,149,67.26361195,267,138,176,136,0.6875,0.34375,0.34375,22,11,21,11,#FFFAF4,#FFFBF6,#FFFAF5,#7AA8C7,#F6BA93,East Tennessee State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,East Tennessee State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
139,Temple,Temple,3.37061979872678,-1.60615816573483,1.76446163299196,14.4855838179089,10.6640989517637,107,206,66.4477351,297,139,212,128,0.533333333333333,0.366666666666667,0.166666666666667,16,11,15,15,#FFEFDC,#ECF3F9,#FFFAF5,#FFC5B5,#F1D9AF,Temple plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Temple performs at a similar level regardless of the pace of the game.
140,Rhode Island,Rhode Island,-3.4509072021717,5.20384772172221,1.7529405195505,59.0590300189316,9.61969435313727,244,59,67.99014185,222,140,99,129,0.32258064516129,0.483870967741935,-0.161290322580645,10,15,16,15,#DCE9F4,#FFE5C6,#FFFAF5,#B11E4B,#F1DAB0,Rhode Island plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Rhode Island performs at a similar level regardless of the pace of the game.
141,Arkansas State,Arkansas State,0.80214571618799,0.913508787895243,1.71565450408323,-11.3822904270608,34.2010896726412,156,144,73.0187807,8,142,155,150,0.733333333333333,0.4,0.333333333333333,22,12,18,12,#FFFBF6,#FFFAF5,#FFFAF5,#CAE2D9,#F6BB94,Arkansas State performs at a similar level against both good and bad teams.,Arkansas State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
142,Utah,Utah,3.3879625370335,-1.68907487513096,1.69888766190254,38.6585143899773,-10.7357623339961,104,211,67.96730595,225,141,247,100,0.25,0.53125,-0.28125,8,17,10,22,#FFEFDC,#EBF3F9,#FFFAF5,#E76676,#D9DBBD,Utah plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Utah performs at a similar level regardless of the pace of the game.
143,Richmond,Richmond 🤕,2.69511525727778,-1.04278094060345,1.65233431667433,-32.570280076171,42.6049570814839,116,192,68.243932955,201,148,217,120,0.666666666666667,0.3,0.366666666666667,20,9,14,16,#FFF2E3,#F3F7FB,#FFFBF6,#7AA9C8,#F8B08A,Richmond plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Richmond plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
144,Northern Colorado,Northern Colorado,3.38297891660563,-1.78238840543448,1.60059051117115,70.9607222558945,20.3428653959068,105,212,69.6393309,119,143,289,162,0.413793103448276,0.344827586206897,0.0689655172413793,12,10,17,12,#FFEFDC,#EAF2F9,#FFFBF6,#93003A,#F3CDA4,Northern Colorado plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Northern Colorado performs at a similar level regardless of the pace of the game.
